name,address,city,phone,fax,status,capital,latitude,longitude,activity
Union peche,32 Charii Moulay Rachid - Nador,Nador,,[],Société Anonyme,100 000  DHS,35.179095,-2.92575,armateur pour la peche et generalement ttes operations indiquees dans le statuts
Soleil de capitalisation (cie du),5 Rue Vedrines - Casablanca,Casablanca,,[],Société Anonyme,10 000 000  DHS,33.59351,-7.61448,titres de capitalisation
Rego confection,Lot N9 Rue 1 Zone Industrielle 88 Moulay Rachid - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.573358,-7.552594,"- fabricant de vetement confectionnes , - md.effectuant import-export"
Societe marocaine de confection  (SOMACOF),5bis Bd Oukat Badi - Casablanca,Casablanca,,[],Société Anonyme,800 000  DHS,33.58694440000001,-7.6111111000000164,confection de vetements
Trading confection,Rue Bouregreg Lot D'etat Secteur D N12 Q2 Hay Errahma - Sale,Sale,,[],Société Anonyme,200 000  DHS,34.043816,-6.792268,exploitant un etablissement industriel pour la fabrication de vetements confectionnes
Ajjial mode,Lot 92 Lotissement Sidi Abderrahman El Oulfa Hay El Oulfa 20202 Ain Chock Hay Hassani - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,60 000  DHS,33.5564236661,-7.67990817114,marchand effectuant import export
Balad  (BALAD),"15 Avenue Jabal Atlas, Étage N°1 N 1 - Tetouan (M)",Tetouan (M),,[],Société à Responsabilité Limitée,650 000  DHS,35.57621,-5.368434999999977,"boulangerie, patisserie, salle de the"
Pechafric (ste)  (PECHAFRIC),71 Rue De L'horloge - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.59554,-7.61425,"achat, vente de tous poissons et constaces"
Iard (les assurances nationales),5 Rue Vedrines - Casablanca,Casablanca,,[],Société Anonyme,1 000 000 000  DHS,33.59351,-7.61448,assurances contre les accidents et tous risques
Codesa,Avenue Des Far Ex Avenue Hassan Ii Et Route Taouima - Nador,Nador,,[],Société Anonyme,4 500  DHS,35.175501,-2.919913,"conserverie et deshydratation d'aliment de betail, import export de materiel agricole, import de betail de race, matiere pour fabrication"
Inter processing facility  (IPF),20 Rue Allal Ben Abdellah - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.596015,-7.615715,importateur materiel informatique
Loca style,"265, Bd Zerktouni, 9ème Etage N°92 - Casablanca",Casablanca,,['0522396078'],Société à Responsabilité Limitée à Associé Unique,500 000  DHS,33.59145,-7.63641,location de voitures sans chauffeur
Balou holding,Residence Roya El Jarrah 6 Rue Oulmes (ex Ricard) Bourgogne - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.59639,-7.64341,gestion de valeurs mobilieres
Casablancaise de batiment (ste)  (SOCABA),17 Rue D'esnes - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.58694440000001,-7.6111111000000164,"entreprise de travaux publics, batiments, constructions"
Nord (lieges du),6 Avenue Achra Mai - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,100 000  DHS,35.570508,-5.374778,"achat, tansformation et commercialisation de lieges"
Battana import export (ste),Rue Nouasseur Battana N66 - Sale,Sale,,[],Société à Responsabilité Limitée,100 000  DHS,34.02781,-6.803167,marchand effectuant import-export
Crin zaian (le),13 Rue Des Tabors - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.56009,-7.63095,toutes operations concernant fibres vegetales ou animales et particulierement crin vegetal
Union (ste l'),55 Rue De Marseille - Casablanca,Casablanca,,[],Société Anonyme,30 000 000  DHS,33.601844,-7.630466,assurances sur la vie humaine
Irril maroc,291 Rue Mustapha El Maani - Casablanca,Casablanca,,[],Société Anonyme,50 000  DHS,33.5887,-7.61643,travaux d'irrigation et de forage
Sogetor  (SOGETOR),Mont Arruit Route Principale - Nador,Nador,,[],Société à Responsabilité Limitée,2 000 000  DHS,35.025997,-2.98533,"l'entreprise general du batiment, travaux publics ou prives"
Chatrikat afriquia tijaria,115 Bd Mohammed V - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.593485,-7.603666,"la production, la vente, l'achat de materiaux de construction, import-export, le transport"
Innofid  (INNOFID),Avenue Dakhla Residence Essalam La Hippica - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,20 000  DHS,35.622425,-5.27417,"entreprise de travaux de comptabilite, conseil juridique et bureau d'etude"
Ste aramis,Hay Cheikh Lamfadel Avenue Ibn Tachfine N10 - Sale,Sale,,[],Société à Responsabilité Limitée,1 500 000  DHS,34.060446,-6.78344,exploitant un etablissement industriel pour la fabrication de vetements confectionnes
Marocaine de pates alimentaires (ste)  (SMPA),7 Rue Emir Abdelkader - Casablanca,Casablanca,,[],Société Anonyme,250 000  DHS,33.59309,-7.58412,"creation, installation, exploitation, location de tous commerces et de toutes industries de pates alimentaires, achat vente, commission..."
Perfect express,N 398 Boulevard Mohamed V 5eme Etage N 10 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée à Associé Unique,100 000  DHS,33.590214,-7.591511,import export
Pere gaspard (conserveries du),65 Avenue Du General Drude - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,24 000  DHS,33.59355,-7.61359,industrie et toutes operations ayant trait aux produits de l'industrie de la conserves
Economie partique (ste l'),55 Rue De L'horloge - Casablanca,Casablanca,,[],Société Anonyme,200 000  DHS,33.59554,-7.61425,commissions detail de tous articles
Hispamaghreb  (HISPAMAGHREB),Angle Rue Heintz Et Major Vidal N33 1er Etage - Casablanca,Casablanca,,[],Société Anonyme,1 000 000  DHS,33.595868,-7.613988,tenant un bureau de renseignements (bureau de laison)
Nador (ste marocaine de consignation et de transit),289 Route De Nador-beni Enzar - Nador,Nador,,[],Société à Responsabilité Limitée,14 000  DHS,35.256193,-2.930668,"consignation de navires, transitaire"
Dar jnan,Twin-center Boutique N266 1er Etage Angle Bd Zerktouni Et Massira Al Khadra - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.58694440000001,-7.6111111000000164,"holding de participation, de gestion, de controle de societes et d'investissement et import-export"
Ste mufasa,Kalalienne Ancien Chemin De Fer Boussafou - Tetouan (M),Tetouan (M),,[],Société à Responsabilité Limitée,500 000  DHS,35.592373,-5.343478,"fabricant de meubles en bois et en metal, vente achat en gros"
Beth (ste marocaine des eses du),1 Rue Moulay Youssef - Khemisset,Khemisset,,[],Société à Responsabilité Limitée,150 000  DHS,33.826868,-6.071128,entreprise de batiment et travaux publics
Marocaine d'interets prives (ste d'administration)  (SAMIPA),52 Rue De Provins - Casablanca,Casablanca,,[],Société Anonyme,2 000  DHS,33.592067,-7.600887,participation dans toutes affaires financieres industriels ou commerciales
Hocinam works and services  (HOWSER),17 Place Pasteur Residence Pasteur Build 6eme Etage Appt 5 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée à Associé Unique,100 000  DHS,33.58694440000001,-7.6111111000000164,"travaux divers ou de construction, genie civile"
Aukaimden (ste hoteliere de l'),Bd D'anfa N53 - Marrakech,Marrakech,,[],Société Anonyme,50 000  DHS,31.633333,-8,maitre d'hotel
Agma tours,28 Place Mohamed V - Casablanca,Casablanca,,[],Société Anonyme,30 000  DHS,33.591495,-7.619612,"agence de voyages, delivrance de billets pour voyages"
Voyages bab azhar tours,50 Bd Mohamed V - Nador,Nador,['0536320209'],['0536330400'],Société à Responsabilité Limitée,300 000  DHS,35.181194,-2.922946,expl de ttes activites exercees par agence de voyages dans leur sens transport de touristes oraganisation de circuits touristique.
Paternelle vie (la),"138,rue Blaise Pascal - Casablanca",Casablanca,,[],Société Anonyme,5 000 100  DHS,33.59286,-7.61642,assurances generales sur la vie rentes viageres
Societe bensalem tex  (SOBETEX),32/34 Rue 67 Yasmina 4 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.532723,-7.617047,"fabrication, confection, couture, import-export"
Calzados la paloma,Route Torreta A Cote De Caamsa - Tetouan,Tetouan,,[],Société Anonyme,140 000  DHS,35.572464,-5.375723,"importation, fabrication et commercialisation de toutes sortes de chaussures, pantoufles et produits et accessoires similaire"
Marocaine automobile (ste),Rue Ibn Sina - Khemisset,Khemisset,,[],Société en Nom Collectif,20 000  DHS,33.833115,-6.065095,"l'achat, l'exploitation d'un fond de commerce et industriel de garage, station service, reparation, representation, commerce de voiture"
Marocaine pour vehicules lourds (ste)  (SMVL),Bd De La Grande Ceinture - Casablanca,Casablanca,,[],Société Anonyme,50 000  DHS,33.564484,-7.58056,"commerce de tous materiels automobiles et vehicules, fabrication de toutes pieces de rechange, genie civil, travaux de terrassements, achat, vente etc"
Agronomique africaine,14 Route Tauima (ex 220 Rue Tanger - Nador,Nador,,[],Société Anonyme,28 500  DHS,35.186859,-2.928755,fabrication de recipients en plastique et a l'eleboration de produits chimiques
Esteve et achache au tapis vert (ste),9 Bd Du 2e Tirailleurs - Casablanca,Casablanca,,[],Société en Nom Collectif,25 000  DHS,33.597398,-7.620836,tissus nouveautes et bonneterie
Industrielle commerciale agricole d'aliment de betail et de volailles (ste)  (SICAMAL),192 Bd Ibn El Ouinann - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,50 000  DHS,33.576067,-7.602511,"toutes operations commerciales, financieres, industrielles, mobilieres et immobilieres"
Cgbs industries,"Route 111 Km 11,500 - Ain Sebaa - Aîn-Sebaâ (AR)",Ain Sebaa,['0522471561'],['0522471564'],Société à Responsabilité Limitée,100 000  DHS,33.61932,-7.538236,"fabrication du verre fabrication mecanique, construction metallique, import export de metaux, machines, engins e outils"
Congel fish,Residence Pasteur Build 17 Place Charles Nicole 2eme Etage N 8 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.573825,-7.62511,import export + md de poissons
Orbite maroc  (ORBITE MAROC),187 Av Lalla Yacout - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.589266,-7.609854,ingenieur conseil
Helafroid  (HELAFROID),Rue Ali Ben Abi Taleb Zankat N9 - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,100 000  DHS,35.575141,-5.384354,"fabrication et commercialisation de glaces et produits similaires, importation et commercialisation de materiel, articles et machines..."
Unite regionale elevage bovin de tizitine  (UREB TIZITINE),"9, Rue De La Gendarmerie - Khémisset (M)",Khémisset (M),,[],Société Anonyme,2 200 000  DHS,33.8166667,-6.066666700000042,"la creation de tout elevage, bovin ou caprin, la gestion de ttes proprietes agricoles destinees a cet elevege, commerce de betail"
Oceano-mediterraneens (ste maritime de transports),162 Rue Blaise Pascal - Casablanca,Casablanca,,[],Société Anonyme,5 000  DHS,33.58694440000001,-7.6111111000000164,commerce d'entreprise de transports maritimes
Rif (ste des imprimeries du),5355 - Nador,Nador,,[],Société à Responsabilité Limitée,5 355  DHS,35.1666667,-2.9333332999999584,"tous travaux d'impression de typogravure, de mecanographie et de papeterie librairie"
Somamex  (SOMAMEX),5 Avenue De L'armee Royale - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.57287,-7.55316,"representation, fabrication d'artisanat"
Ste generale de pecheries et conserves au maroc,22 Rue Roget - Casablanca,Casablanca,,[],Société Anonyme,1 200 000  DHS,33.59524,-7.614343,toutes operations et entreprises concernant la peche
Ste sonimex  (SONIMEX),159 Bd Yacoub El Mansour 5e Etage - Casablanca,Casablanca,['0522259428'],['0522258778'],Société à Responsabilité Limitée,1 500 000  DHS,33.5771,-7.63885,representation commission
Belmar,Hay My Abdellah Rue Sefrou M32 - Casablanca,Casablanca,,[],Société en Nom Collectif,10 000  DHS,33.574895,-7.604542,"import-export, exploitation restaurant"
Rifrui,Route D'el Jadida Km 9 Lissasfa - Casablanca,Casablanca,,['0522934459'],Société à Responsabilité Limitée,3 000 000  DHS,33.532301,-7.6734,entreprise de transforamtion de fruits et legumes en jus/ exportateur de jus fabriques/ importateur de materiels ou matieres necessaires a la realisation de l'activite sus indiquer
Mandri carburant,Avenue 9 Avril Route De Oued Laou St Afriquia - Tetouan,Tetouan,['0539996425'],['0539996427'],Société à Responsabilité Limitée,500 000  DHS,35.582942,-5.331377,station service et téléboutique
Zemmour ese et travaux,Rue De La Gendarmerie - Khemisset,Khemisset,,[],Société à Responsabilité Limitée,30 000  DHS,33.82364,-6.06647,"travaux divers de construction, assainissement, etude"
Zaio (briqueterie de),188 Bd De Tanger - Nador,Nador,,[],Société à Responsabilité Limitée,10 000  DHS,35.186859,-2.928755,fabrication de tous materiaux de construction et en particulier de briques et tous autres articles en ceramique
Royal saint-germain (ste),79 Rue Gallieni - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,5 000  DHS,33.58694440000001,-7.6111111000000164,"commerce de tous produits concernant l'alimentation et plus generalement la boulangerie la patisserie la confiserie cremerie alimentation fine, etc..."
Africaine de bascules (ste),199 Zenkat Zoubeir Ibnou El Aouan Rn - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,30 000  DHS,33.60001,-7.58067,"achat, vente, commercialisation, echange, distribution, fabrication transformation, representation de tous appareils de pesage, de bascules..."
Altairac freres et cie (ste),38 Rue Des Ouled Ziane - Casablanca,Casablanca,,[],Société en Nom Collectif,161 280 000  DHS,33.592347,-7.607751,"entreprise de fournitures militaires et adminitratives (habillement, equipement, harnachement)"
Maghari,51 Rue 88 Hay Farah - Casablanca,Casablanca,,[],Société en Nom Collectif,100 000  DHS,33.5686879413,-7.58684727641,construction tous corps d'etat
Sveltesse (club),Immeuble Des Habous Place Du 16 Novembre - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.594712,-7.616882,l'exploitation de club de cultures physiques
Les freres m,20 Hay Salama 3 Groupe 3 Bloc P Etage 2 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.5612428478,-7.55751850393,marchand effectuant import export
Ireghman (ste),Avenue Mohamed V N159 - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,20 000  DHS,35.5721,-5.37964,commerce en general
Zemmour (transport urbain),Avenue Mohamed V N53 - Khemisset,Khemisset,,[],Société à Responsabilité Limitée,150 000  DHS,33.820387,-6.058011,transport urbain
Nador (fonderie de),57 Bd Moulay Hassan I - Nador,Nador,,[],Société Anonyme,20 000  DHS,35.178697,-2.927978,"fonderie de tous materiaux, commerce et industrie"
Battaglia barthelemy et cie (ese)  (EBBC),1 Rue Franchet D'esperey - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,26 000  DHS,33.58762,-7.6171,entreprise generale de travaux publics et particuliers
Menuiserie d'ameublement et de ferronnerie (ese de)  (EMAF),5 Rue Des Cevennes - Casablanca,Casablanca,,[],Société en Nom Collectif,25 000  DHS,33.586935,-7.612375,"fabrication de bois du fer et derives, vente et achat, import-export de la matiere premiere ou traitement"
Lloyd de france (ste),112 Avenue Mers Sultan - Casablanca,Casablanca,,[],Société Anonyme,25 000 000  DHS,33.5885,-7.618075,assurances et reassurances contre tous risques terrestres
Irakienne immobiliere,165 Bd De Bourgogne Residence Omar Al Khayam N4 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.58694440000001,-7.6111111000000164,promoteur a la construction d'immeuble
Nouvelle des installations satellite (ste)  (SONISAT),4 Rue Jbel Sefrou Touabel Al Alia - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,10 000  DHS,35.572464,-5.375723,production et installations de materiels electroniques et de communication
Dinelec (ste)  (DINELEC),54 Rue Claude Bernard - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.590515,-7.615335,marchand inportateur
Cozem  (COZEM),69 Rue Cadi Ayad Hay Zahra - Khemisset,Khemisset,,[],Société Anonyme,199 800  DHS,33.804844,-6.072904,exploitant un etablissement industriel pour la fabrication des vetements confectionnes
Societe de fabrication des pylones,"Immeuble Espace Jet Business Class, Lot Attaoufik, 16-18 Sidi Maarouf - Casablanca",Casablanca,,[],Société Anonyme,1 000 000  DHS,33.52482,-7.65048,fabricaiton et commercialisation des pylones et de la charpentrie metalique
Nador (clinique medeicochirurgicale de),Bp N91 Poste De - Nador,Nador,,[],Société à Responsabilité Limitée,15 000  DHS,35.163757,-2.920911,exercice des differentes specialite autorisees une clinique
Fag (ste)  (FAG),11 Rue Saint Die - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,40 000  DHS,33.588935,-7.61403,toutes affaires commerciales agricoles et d'elevage industrielles immobilieres
Silhouette  (SILHOUETTE),Immeuble Des Habous Place Du 16 Novembre - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,60 000  DHS,33.594712,-7.616882,soins du corps
Abattoirs (cie pour l'exploitation des produits d')  (CEPA),2 Rue Du Medecin Major Lyroud - Casablanca,Casablanca,,[],Société Anonyme,3 000 000  DHS,33.533333,-7.583333,achat et traitement des loyaux et tous produits d'abattoirs
Libre service chez amine,Sidi Bouzid R.c Villa 405 - El-Jadida,El-Jadida,,[],Société à Responsabilité Limitée,100 000  DHS,33.23199,-8.549604,md effectuant import export tenant un magasin d'alimentation generale
Teleboutique rif,"Lotissement Mly Rachid, Rue Tarablous N°7 - Fnidq (M)",Fnidq (M),,[],Société à Responsabilité Limitée,100 000  DHS,35.57621,-5.368434999999977,teleboutique et service divers
Promo-solde,84 El Antaria Ii - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.5854360705,-7.54480814159,la diffusion achat vente echange commercialisation de tous materiels et produits quelque soit la nature tant pour son compte que pour le tiers..
Encetam  (ENCETAM),214 Rue Allal Ben Abdellah - Khemisset,Khemisset,,[],Société Anonyme,10 000  DHS,33.8166667,-6.066666700000042,entreprise de construction d'etude et de travaux d'amenagement hydraulique
Marbel pneu,38 Route De Sahara - Oujda (M),Oujda (M),,[],Société Anonyme,1 250 000  DHS,34.6866667,-1.91138890000002,import-export
Keenan securities,27 Rue De Bapaume Quartier Roches Noires 7eme Etage (local N7a) - Casablanca,Casablanca,,[],Société Anonyme,300 000  DHS,33.59419,-7.60195,conseil financier
Vendome (ste hoteliere),17 Rue Pegoud - Marrakech,Marrakech,,[],Société Anonyme,80 000  DHS,31.633333,-8,"exploitation de tous hotels, restaurants, cafes, brasseries, salons de the"
Commercialisation des machines et outillages industriels  (MACHOI),151 Rue Allal Ben Abdallah - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,30 000  DHS,33.595015,-7.610705,marchand effectuant import-export
Parfums flora,Fedala - Mohammedia,Mohammedia,,[],Société Anonyme,150 000  DHS,33.702852,-7.372212,fabrication de produits de parfumerie.
Comptoir agricol oum errabit,Km 15 S. Bounaim Route Oulja - El-Jadida,El-Jadida,,[],Société à Responsabilité Limitée,100 000  DHS,33.254174,-8.508038,import export commercialisation de semences pdts phytosanitaires prodts et materiels agricoles
Frutos secos marruecos  (FRUSMASA),Zone Industrielle Lotissement 25 - Tetouan,Tetouan,,[],Société Anonyme,2 500 000  DHS,35.606115,-5.308823,commercialisation des fruits secs
Mustapha el maani (institut commercial),196-198 Rue Mustapha El Maani - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,50 000  DHS,33.58542,-7.62096,exploitation d'un institut commercial d'enseignement prive
Racletta  (RACLETTA),Village Koulouch Sehb Labgar - Oujda-Angad,Oujda-Angad,,[],Société à Responsabilité Limitée,50 000  DHS,34.703333,-1.908077,importation-exportation
Sebbar bouchimez et kouri  (SEBOK),Zone Industrielle Lot N21 - Khemisset,Khemisset,,[],Société en Nom Collectif,2 450 000  DHS,33.825762,-6.071342,tanneur du cuirs
Casa luna,Rue De La Mer Rouge N 22 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.533333,-7.583333,import export
Saint arnoul (glacieres et brasseries),38 Rue Gallieni - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 000  DHS,33.580825,-7.623784,toutes operations concernant toutes industries ou fonds de commerce de limonades eaux minerales jus de fruits boissons hygieniques
Lahlou et guenoun,Bd Houmane El Fetouki 29 Kissaria El Baraka - Casablanca,Casablanca,,[],Société Anonyme,70 000  DHS,33.59351,-7.61448,"vente articles de menage, quincaillerie et divers"
Atwater shipping cie,Rue Nolly - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,520 000  DHS,33.59586,-7.61649,agence maritime et agence de voyage
Kiyaou,Route Lamsala N35 - El-Jadida,El-Jadida,,[],Société à Responsabilité Limitée,100 000  DHS,33.254174,-8.508038,commercialisation des produits alimentaires animaux et production
Photo express (kiosque)  (KPE),16 Boulevard Moulay Rachid - Tetouan,Tetouan,,[],Société Anonyme,100 000  DHS,35.572464,-5.375723,"laboratoires de photos, unite d'emprimerie"
Bc morrocco produits,100 Rue Mostapha El Maani - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.591702,-7.611733,commerce import-export de tous produits et marchandises
Mipex  (MIPEX),Boulevard Parrey N27 - Oujda-Angad,Oujda-Angad,,[],Société à Responsabilité Limitée,300 000  DHS,34.686527,-1.909366,importation-exportation
Derkaoui et compagnie,Rue Chiadma Hay Sahraoua N34-36 - Khemisset,Khemisset,,[],Société en Commandite Simple,60 000  DHS,33.832617,-6.069755,entrepreneur de menuiserie
Coriat et cie (ste),70 Rue Aviateur Coli - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,4 000 000  DHS,33.59212,-7.61274,
Citroen distribution,Boulevard Laurent Guerrero - Casablanca,Casablanca,,[],Société Anonyme,2 000 000  DHS,33.58694440000001,-7.6111111000000164,"industrie des vehicules automobiles et des accessoires pour vehicules automobiles commerces des vehicules automobiles, location de tous vehicules"
Techniques marocaines de telecommunications  (TECMATEL),8 Allee Des Glaieuls - Casablanca,Casablanca,,[],Société Anonyme,16 270 000  DHS,33.533333,-7.583333,"fabrication et assemblage appareils electriques et electroniques, toutes operations industrielles financieres mobilieres immobilieres necessaires"
Frederic charpentier photographe,Quartier Khalid N 24 Bis Rue 1 20452 Ben Msik Mediouna - Casablanca,Casablanca,,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,33.540064,-7.571085,photographe
Castor industrie,44 Rue Badr Chakir Saiab Lot Narjisse - El-Jadida,El-Jadida,,[],Société à Responsabilité Limitée,100 000  DHS,33.25237,-8.52511,la fabrication de tous produits a usage industriel la commercialisation de tous produits chimiques hygieniques
Extra cuisines,Zone Industrielle Route De Martille - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,20 000  DHS,35.606115,-5.308823,fabrication de meubles de cuisine et menuiserie en general
Danyfob  (DANYFOB),Complexe Immobilier Oukacha N40 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,700 000  DHS,33.6120435466,-7.552291232,fabricant de vetement confectionnes
Hakim et zohir,55 Rue Tafoghalt - Oujda-Angad,Oujda-Angad,,[],Société à Responsabilité Limitée,10 000  DHS,34.68661,-1.918925,importation-exportation
Meneb  (MENEB),127 Avenue Lalla Yacout - Khemisset,Khemisset,,[],Société à Responsabilité Limitée,10 000  DHS,33.825762,-6.071342,"achat, import, transformation, fabrication, commercialisation, export de tous produits du bois, tous travaux d'ebenisterie, cce de quincaillerie"
Secours vie (ste le),Rue Monge - Casablanca,Casablanca,,[],Société Anonyme,2 000 000  DHS,33.594086,-7.624479,assurances sur la vie
Scandecor maroc,Rue Abdelkrim Diouri N23 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.59292,-7.61403,"la representation, la commission, le courtage de tous produits, articles, marchandises et materiaux de toutes natures et de toute provenance..."
Belyout (ste immobiliere de sidi),25 Rue Camille Saint Saens - Casablanca,Casablanca,,[],Société Anonyme,45 000  DHS,33.58694440000001,-7.6111111000000164,acquisition d'un terrain construction et amenagement sur ce terrain d'un ou plusieurs batiments
Granor,309 Av Rif Quartier El Qods - El-Jadida,El-Jadida,,[],Société à Responsabilité Limitée,100 000  DHS,33.23047,-8.49496,exploitant extraction et commercialisation de tous mineraux bruts de tous genre de carieres
4p merchandising & logistics  (4PML),Imm 1 Bis Angle Rue Socrate Et Rue Abou Taour 5ème Etage Appt 13 Maarif - El Maarif (AR),El Maarif (AR),['0522341095'],['0522341098'],Société Anonyme,9 000 000  DHS,33.57813,-7.644535,transport de marchandise et logistiques
Chaouen sand ltd,Avenue Mohamed Abdelkrim El Khattabi Derb N3 Khaffaquine - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,700 000  DHS,35.578235,-5.351303,"travaux de genie civil, construction de ponts, routes, barrages, travaux de forage et recherche d'eau, travaux d'infrastructure et le negoce"
Boulangerie et patisserie samir,Kariat El Jamaa Jamila 5 Av N N17-19 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,300 000  DHS,33.556936,-7.574419,boulangerie et patisserie
Home made snacks,24 Bd Mohamed V - Settat,Settat,,[],Société à Responsabilité Limitée,100 000  DHS,33,-7.616666699999996,sandwichs
Impression assistee par ordinateur (ste)  (SIAO),1 Rue El Jahid - Oujda-Angad,Oujda-Angad,,[],Société à Responsabilité Limitée,100 000  DHS,34.689206,-1.915028,"intermediaire effectuant import-export, imprimeur typographe"
Sidi bou othman (nouvelle ste miniere de),64 Boulevard Zerktouni - Safi,Safi,,[],Société à Responsabilité Limitée,10 000  DHS,32.290738,-9.226898,exploitation et vente de minerais
Smara (ste de papeterie et d'imprimerie)  (SPIS),27 Rue De L'esterel - Casablanca,Casablanca,,[],Société Anonyme,300 000  DHS,33.581256,-7.635293,"tous travaux d'imprimerie, toutes operations commerciales relatives a la librairie, l'edition"
International des transports (omnium)  (OIT),52 Rue Mongolfier Im Maurier - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.58694440000001,-7.6111111000000164,toutes operations commerciales industrielles fianncieres maritimes agricoles minieres mobilieres et immobilieres
Latecos  (LATECOS),17 Lotissement Reda Route De Marrakech - El-Jadida,El-Jadida,,[],Société à Responsabilité Limitée,100 000  DHS,33.217475,-8.492229,fabrication et marchand de produits chimiques et import export
Nord etude et travaux (electro-mecanique industrielle)  (EMINET),Lotissement R'bahi Lot 115 - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,100 000  DHS,35.57166,-5.38061,"electricite generale, rebobinage moteurs, soudure, tour"
G.k aluminium,Mensour 3 Bloc 69 Rue 50 N 25 Bernoussi - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.58694440000001,-7.6111111000000164,la menuiserie aluminium
Mc kinsey diffusion,13 Rue Abou Ghaleb Chiani - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.58161,-7.63919,confection commercialisation diffusion
Sosetco international,20 Bd Hassan Ii Imm Kamali 3e Etage Appt N11 - Settat,Settat,,[],Société Anonyme,100 000  DHS,33.010917,-7.618159,importation-exportation de tous produits et commerce general
Oriental reunies (les eses de l')  (ENORIRE),3 Rue Omar Bnou Yacine - Oujda-Angad,Oujda-Angad,,[],Société Anonyme,60 000  DHS,34.686527,-1.909366,"entrepreneur de batiments, foreur de puits avec moteur"
Billard batiment et travaux publics (ets),1 Rue Josa Maria De Heredia Deriviera - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.568056,-7.636081,entrepreneur de batiments
Marocaine d'exploitation de gynse et derives,"Rte De Safi Essaouira Par Km5,600 - Safi",Safi,,[],Société à Responsabilité Limitée,600 000  DHS,32.300312,-9.22095,l'extraction le traitement la vente l'exportation de gynse de platre et derives
Globe (garage de),149 Avenue Mers Sultan - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,18 000  DHS,33.58694440000001,-7.6111111000000164,exploitation d'un garage pour automobiles
Union d'installateurs professionnelle  (U.I.P),16 Imm 35 Bd Mohamed V - El-Jadida,El-Jadida,,[],Société à Responsabilité Limitée,150 000  DHS,33.242556,-8.498323,
Masmouda plast,"Route De Martil, Zone Industrielle, N° 126 - Tetouan",Tetouan,,[],Société à Responsabilité Limitée,120 000  DHS,35.596736,-5.311202,industrie du plastique en general
